ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,Gender,BirthYear,BeginYear,DieYear,DieReason,FatherName,GrandFatherName,KinsName,JobTendency,JobCompatibility,FriendCompatibility,Temper,Spirit,Ism,ActStyle,theImportanceOfFriendship,Ambition,DesireType,Desire,AlcoholDesire,Origin,WeaponDesire,CommandValue,ForceValue,GovernValue,WisdomValue,CharmValue,SoldierSkill,MountSkill,GunSkill,NavySkill,ArcherSkill,CombatSkill,MilitarySkill,NinjaSkill,BuildSkill,FarmSkill,MineSkill,ArthmeticSkill,EtiquetteSkill,DebateSkill,TeaSkill,MedicalSkill,WarCard,FightCard,TitleCard,IntimacyGet,CombineGet,EventGet,Appear_1549,Name_1549,Identity_1549,CareerStance_1549,Kingdom_1549,City_1549,School_1549,Appear_1554,Name_1554,Identity_1554,CareerStance_1554,Kingdom_1554,City_1554,School_1554,Appear_1560,Name_1560,Identity_1560,CareerStance_1560,Kingdom_1560,City_1560,School_1560,Appear_1568,Name_1568,Identity_1568,CareerStance_1568,Kingdom_1568,City_1568,School_1568,Appear_1575,Name_1575,Identity_1575,CareerStance_1575,Kingdom_1575,City_1575,School_1575,Appear_1582,Name_1582,Identity_1582,CareerStance_1582,Kingdom_1582,City_1582,School_1582,Appear_1584,Name_1584,Identity_1584,CareerStance_1584,Kingdom_1584,City_1584,School_1584,Appear_1598,Name_1598,Identity_1598,CareerStance_1598,Kingdom_1598,City_1598,School_1598,Appear_dream1560,Name_dream1560,Identity_dream1560,CareerStance_dream1560,Kingdom_dream1560,City_dream1560,School_dream1560,,
lord_1_kabayama_hisataka,樺山久高,桦山久高,桦山,久高,Kabayama Hisataka,clan_kabayama_1,saikai,基于分组自动创建家族,1,1558,1572,1634,病死,,,,只限武将,30,30,普通,勇敢,普通,普通,普通,55,武具,普通,普通,源氏,火绳枪,51,54,45,51,45,1,0,1,1,0,1,0,1,0,1,1,0,2,0,0,0,无,急所击,无,无要求,,,未登场,桦山久高,足轻组头,直臣,岛津家,内城,无,未登场,桦山久高,足轻组头,直臣,岛津家,内城,无,未登场,桦山久高,足轻组头,直臣,岛津家,内城,无,未登场,桦山久高,足轻组头,直臣,岛津家,内城,无,已登场,桦山久高,足轻组头,直臣,岛津家,内城,无,已登场,桦山久高,足轻组头,直臣,岛津家,内城,无,已登场,桦山久高,足轻组头,直臣,岛津家,内城,无,已登场,桦山久高,侍大将,直臣,岛津家,内城,无,已登场,桦山久高,部将,直臣,山中家,江户城,无,,
lord_1_fujita_shinkichi,藤田信吉,藤田信吉,藤田,信吉,Fujita Shinkichi,clan_fujita_1,kanto,基于分组自动创建家族,1,1559,1573,1616,病死,,,,全职种,85,85,温和,胆小,理想,慎重,普通,20,艺术品,无欲,滴酒不沾,其他,枪,55,55,61,48,47,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,无,拔突,无,无要求,,,未登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,未登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,未登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,未登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,已登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,已登场,藤田信吉,足轻组头,直臣,北条家,小田原城,无,已登场,藤田信吉,部将,直臣,上杉家,春日山城,无,已登场,藤田信吉,足轻大将,直臣,上杉家,会津若松城,无,已登场,藤田信吉,浪人,其他,无,姬路之町,无,,
lord_1_mamiya_yasutoshi,間宮康俊,间宫康俊,间宫,康俊,Mamiya Yasutoshi,clan_mamiya_1,neutral_culture,基于分组自动创建家族,1,1518,1549,1590,战死,,,,全职种,80,80,普通,勇敢,理想,轻率,普通,50,武具,普通,嗜酒如命,源氏,刀剑,72,57,52,50,34,3,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,水上拖延,拔突，刚弓,无,无要求,,,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已登场,间宫康俊,船头,直臣,相模水军,三崎之砦,无,已死亡,间宫康俊,无效,无效,无,无效,无,已登场,间宫康俊,浪人,其他,无,富山之町,无,,
lord_1_yufu_koreyuki,由布惟信,由布惟信,由布,惟信,Yufu Koreyuki,clan_yufu_1,saikai,基于分组自动创建家族,1,1527,1549,1612,病死,,,,只限武将,84,84,普通,勇敢,理想,普通,重视情义,62,武具,普通,普通,其他,刀剑,67,78,52,71,72,3,2,2,0,1,2,3,0,0,0,0,0,1,1,0,0,无,强袭，连续斩，拔突，刚力，铁壁,无,一般条件,,,已登场,由布惟信,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,已登场,由布惟信,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,已登场,由布惟信,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,已登场,由布惟信,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,已登场,由布惟信,足轻组头,陪臣（立花道雪）,大友家,立花山城,无,已登场,由布惟信,足轻组头,陪臣（立花道雪）,大友家,立花山城,无,已登场,由布惟信,城主,直臣,大友家,冈城,无,已登场,由布惟信,家老,直臣,立花家,柳川城,无,已登场,由布惟信,浪人,其他,无,敦贺之町,无,,
lord_1_kashin_mitsutaka,小濱光隆,小滨光隆,小滨,光隆,Kashin Mitsutaka,clan_kashin_1,neutral_culture,基于分组自动创建家族,1,1572,1586,1645,病死,小滨景隆,,小滨景隆,全职种,88,88,普通,勇敢,现实,普通,普通,40,南蛮物,普通,嗜酒如命,其他,刀剑,54,54,59,40,59,1,0,2,3,1,0,1,0,0,0,0,2,2,1,0,0,水上拖延,强袭，连续斩，刚力,无,无要求,,,未登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,未登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,未登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,未登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,未登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,已登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,已登场,小滨光隆,水夫头,陪臣（小滨景隆）,骏河水军,清水之砦,无,已登场,小滨光隆,浪人,其他,无,骏府之町,无,已登场,小滨光隆,部将,直臣,小笠原家,小仓城,无,,
lord_1_amakusa_shirou,天草四郎,天草四郎,天草,四郎,Amakusa Shirou,clan_amakusa_1,saikai,家族和文化自动推断,1,1546,1560,1638,战死,,,,全职种,50,50,性急,勇敢,理想,轻率,普通,78,南蛮物,贪心,普通,其他,刀剑,67,32,57,77,89,1,1,3,0,0,2,1,1,0,0,0,2,0,3,0,0,加护,强袭，拔突，急所击，铁壁，伤药,无,不可,天主教大名 大友宗麟/有马晴信/黑田如水/小西行长,,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已死亡,天草四郎,无效,无效,无,无效,无,已登场,天草四郎,家老,直臣,茶屋家,岐阜城,无,,
lord_1_funakoshi_keinao,船越景直,船越景直,船越,景直,Funakoshi Keinao,clan_funakoshi_1,kinai,基于分组自动创建家族,1,1540,1554,1611,病死,,,,全职种,30,10,温和,普通,现实,普通,普通,42,艺术品,普通,滴酒不沾,藤原氏,刀剑,52,66,45,41,51,1,0,2,3,2,0,2,0,0,0,0,0,1,1,3,0,水上拖延,强袭，刚弓,无,无要求,,,未登场,船越景直,船头,直臣,淡路水军,洲本之砦,无,已登场,船越景直,船头,直臣,淡路水军,洲本之砦,无,已登场,船越景直,船头,直臣,淡路水军,洲本之砦,无,已登场,船越景直,船头,直臣,淡路水军,洲本之砦,无,已登场,船越景直,船头,直臣,淡路水军,洲本之砦,无,已登场,船越景直,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,船越景直,浪人,其他,无,姬路之町,无,已登场,船越景直,部将,直臣,德川家,江户城,无,已登场,船越景直,浪人,其他,无,浦户之町,无,,
lord_1_date_kojirou,伊達小次郎,伊达小次郎,伊达,小次郎,Date Kojirou,clan_date_1,ou,家族和文化自动推断,1,1568,1578,1590,战死,伊达辉宗,伊达晴宗,石川昭光 伊达辉宗 伊达晴宗 伊达政宗 留守政景,只限武将,62,62,性急,勇敢,理想,轻率,不重情义,67,武具,普通,普通,藤原氏,刀剑,26,58,31,59,52,2,1,0,0,1,2,2,0,2,1,0,1,2,1,0,0,骑射突击,强袭，连续斩，毒斩，拔突，急所击，铁壁,无,不可,,主角伊达政宗，兄弟之情剧情,未登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,未登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,未登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,未登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,未登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,已登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,已登场,伊达小次郎,足轻组头,直臣,伊达家,米泽城,无,已死亡,伊达小次郎,无效,无效,无,无效,无,已登场,伊达小次郎,足轻组头,直臣,小笠原家,小仓城,无,,
lord_1_kanemitsu_bueimon,金光文右衛門,金光文右卫门,金光,文右卫门,Kanemitsu Bueimon,clan_kanemitsu_1,neutral_culture,基于分组自动创建家族,1,1563,1577,1621,病死,,,,全职种,15,60,温和,勇敢,现实,慎重,普通,34,书籍,无欲,普通,其他,枪,44,57,73,65,62,1,0,1,3,1,2,0,0,2,0,0,3,0,0,0,1,无,强袭，拔突，刚力，铁壁，丢钱,无,无要求,,,未登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,未登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,未登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,未登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,未登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,已登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,已登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,已登场,金光文右卫门,船头,直臣,土佐水军,十市之砦,无,已登场,金光文右卫门,浪人,其他,无,富山之町,无,,
lord_1_tomono_sozen,友野宗善,友野宗善,友野,宗善,Tomono Sozen,clan_tomono_1,neutral_culture,基于分组自动创建家族,1,1536,1550,1620,病死,友野二郎兵卫,,友野二郎兵卫,全职种,60,60,温和,普通,普通,慎重,普通,70,书籍,贪心,普通,其他,枪,40,15,72,70,55,0,0,0,0,0,0,0,1,2,1,1,4,2,3,2,1,无,拔突，丢钱，贿赂,无,无要求,,,未登场,友野宗善,掌柜,直臣,友野屋,骏府之町,无,已登场,友野宗善,掌柜,直臣,友野屋,骏府之町,无,已登场,友野宗善,掌柜,直臣,友野屋,骏府之町,无,已登场,友野宗善,掌柜,直臣,友野屋,骏府之町,无,已登场,友野宗善,浪人,其他,无,骏府之町,无,已登场,友野宗善,浪人,其他,无,骏府之町,无,已登场,友野宗善,浪人,其他,无,骏府之町,无,已登场,友野宗善,浪人,其他,无,骏府之町,无,已登场,友野宗善,浪人,其他,无,柳川之町,无,,
lord_1_satomii_mototada,多米元忠,多米元忠,多米,元忠,Satomii Mototada,clan_satomii_1,kanto,基于分组自动创建家族,1,1519,1549,1590,病死,,,,只限武将,82,82,普通,勇敢,普通,慎重,重视情义,89,书籍,贪心,嗜酒如命,其他,刀剑,73,30,58,77,72,2,3,0,1,2,3,2,0,0,0,2,0,1,1,0,0,无,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,一般条件,,,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已登场,多米元忠,部将,直臣,北条家,小田原城,无,已死亡,多米元忠,无效,无效,无,无效,无,已登场,多米元忠,浪人,其他,无,小仓之町,无,,
lord_1_uno_genjuro,宇野源十郎,宇野源十郎,宇野,源十郎,Uno Genjuro,clan_uno_1,neutral_culture,基于分组自动创建家族,1,1549,1563,1620,病死,宇野藤右卫门,,宇野藤右卫门,武将以外优先,82,82,温和,胆小,现实,普通,普通,46,艺术品,贪心,普通,其他,枪,44,57,40,66,50,0,0,0,1,0,0,0,0,1,1,1,3,2,3,1,3,无,强袭，伤药，丢钱,无,无要求,,,未登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,未登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,未登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,已登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,已登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,已登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,已登场,宇野源十郎,掌柜,直臣,虎屋,小田原之町,无,已登场,宇野源十郎,浪人,其他,无,小田原之町,无,已登场,宇野源十郎,部将,直臣,十河家,广岛城,无,,
lord_1_tsuda_sohan,津田宗凡,津田宗凡,津田,宗凡,Tsuda Sohan,clan_tsuda_1,kinai,基于分组自动创建家族,1,1562,1576,1620,病死,津田宗及,,津田宗及,武将以外优先,5,20,温和,普通,普通,慎重,重视情义,40,艺术品,普通,滴酒不沾,其他,枪,40,27,58,65,62,1,0,0,1,0,0,1,0,2,0,0,3,0,1,3,2,无,拔突，丢钱,无,无要求,,,未登场,津田宗凡,伙计,陪臣（津田宗及）,天王寺屋,堺之町,无,未登场,津田宗凡,伙计,陪臣（津田宗及）,天王寺屋,堺之町,无,未登场,津田宗凡,伙计,陪臣（津田宗及）,天王寺屋,堺之町,无,未登场,津田宗凡,伙计,陪臣（津田宗及）,天王寺屋,堺之町,无,已登场,津田宗凡,伙计,直臣,天王寺屋,堺之町,无,已登场,津田宗凡,伙计,直臣,天王寺屋,堺之町,无,已登场,津田宗凡,伙计,直臣,天王寺屋,堺之町,无,已登场,津田宗凡,浪人,其他,无,堺之町,无,已登场,津田宗凡,船头,直臣,盐饱水军,盐饱之砦,无,,
lord_1_suetsugu_heizo,末次平蔵,末次平藏,末次,平藏,Suetsugu Heizo,clan_suetsugu_1,neutral_culture,基于分组自动创建家族,1,1546,1560,1630,病死,,,,武将以外优先,0,0,普通,普通,普通,普通,不重情义,70,南蛮物,贪心,普通,其他,枪,68,57,59,68,63,1,1,0,1,0,0,0,1,2,0,0,3,2,3,0,2,无,拔突，丢钱,无,一般条件,,,未登场,末次平藏,伙计,直臣,博多屋,博多之町,无,未登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,伙计,直臣,博多屋,博多之町,无,已登场,末次平藏,浪人,其他,无,岐阜之町,无,,
lord_1_amakasu_kagemochi,甘粕景持,甘粕景持,甘粕,景持,Amakasu Kagemochi,clan_amakasu_1,hokuriku,基于分组自动创建家族,1,1535,1549,1604,病死,,,,只限武将,15,15,普通,勇敢,普通,普通,重视情义,82,武具,贪心,嗜酒如命,源氏,枪,77,80,39,77,58,3,3,0,0,2,2,3,1,0,0,3,2,0,1,2,2,齐攻,强袭，拔突，刚弓，刚力，铁壁,无,一般条件,,,已登场,甘粕景持,足轻大将,直臣,长尾家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,长尾家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,长尾家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,上杉家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,上杉家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,上杉家,春日山城,无,已登场,甘粕景持,足轻大将,直臣,上杉家,春日山城,无,已登场,甘粕景持,部将,直臣,上杉家,会津若松城,无,已登场,甘粕景持,浪人,其他,无,诹访之町,无,,
lord_1_yamazaki,山崎吉家,山崎吉家,山崎,吉家,Yamazaki Yoshiie,clan_yamazaki_1,hokuriku,精确匹配织丰,1,1516,1549,1573,战死,,,,全职种,50,50,性急,勇敢,普通,轻率,普通,75,书籍,贪心,普通,源氏,刀剑,46,39,65,66,64,1,2,0,0,0,0,2,1,0,2,0,0,2,1,1,1,无,强袭,无,无要求,,,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已登场,山崎吉家,足轻大将,直臣,朝仓家,一乘谷城,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已死亡,山崎吉家,无效,无效,无,无效,无,已登场,山崎吉家,部将,直臣,山中家,江户城,无,,
lord_1_karasawa_genba,唐沢玄蕃,唐泽玄蕃,唐泽,玄蕃,Karasawa Genba,clan_karasawa_1,neutral_culture,基于分组自动创建家族,1,1546,1560,1620,病死,,,,武将以外优先,49,49,普通,勇敢,现实,慎重,重视情义,53,武具,普通,嗜酒如命,其他,苦无,66,53,61,64,42,2,1,0,1,0,2,0,4,0,0,1,1,0,0,0,1,鬼脚之术，千里眼术,强袭，拔突，二连苦无，半月，毒苦无，空蝉之术，铁壁，韦陀天之术,无,无要求,,,未登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,未登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,上忍,直臣,户隐众,户隐之里,无,已登场,唐泽玄蕃,浪人,其他,无,赤间关之町,无,,
lord_1_uedaa_koji,植田光次,植田光次,植田,光次,Uedaa Koji,clan_uedaa_1,neutral_culture,基于分组自动创建家族,1,1512,1549,1586,病死,,,,武将以外优先,80,80,普通,胆小,现实,慎重,重视情义,25,艺术品,无欲,普通,其他,苦无,61,56,68,35,64,3,1,3,0,0,2,2,4,1,0,0,1,1,2,0,3,无,强袭，拔突，二连苦无，半月，急所击，毒苦无，铁壁，伤药,无,无要求,,,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已登场,植田光次,中忍,直臣,伊贺众,伊贺之里,无,已死亡,植田光次,无效,无效,无,无效,无,已登场,植田光次,浪人,其他,无,八代之町,无,,
lord_1_obayashibo_shunkai,大林坊俊海,大林坊俊海,大林坊,俊海,Obayashibo Shunkai,clan_obayashibo_1,neutral_culture,基于分组自动创建家族,1,1567,1581,1657,病死,,,,全职种,60,60,普通,勇敢,普通,普通,重视情义,30,南蛮物,无欲,嗜酒如命,其他,苦无,55,66,32,56,67,1,1,0,1,1,1,1,4,0,2,1,3,0,2,0,3,无,二连苦无，半月，毒苦无，伤药，丢钱,无,无要求,,,未登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,未登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,未登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,未登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,未登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,已登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,已登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,已登场,大林坊俊海,中忍,直臣,黑胫巾众,黑胫巾之里,无,已登场,大林坊俊海,水夫头,直臣,安东水军,十三凑之砦,无,,
lord_1_uchida_toma,内田トメ,内田托马,内田,托马,Uchida Toma,clan_uchida_1,neutral_culture,基于分组自动创建家族,1,1538,1552,1618,病死,,,,没那个意思,20,20,温和,胆小,理想,慎重,普通,10,南蛮物,普通,滴酒不沾,其他,枪,21,33,64,48,72,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,4,加护,拔突，伤药，止血，丢钱,能医,一般条件,,,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,府内之町,无,已登场,内田托马,医师,其他,无,宇须岸之町,无,,
lord_1_oku_yahei,奥弥兵衛,奥弥兵卫,奥弥,兵卫,Oku Yahei,clan_oku_1,neutral_culture,基于分组自动创建家族,1,1560,1574,1612,病死,,,,全职种,40,40,普通,勇敢,普通,普通,重视情义,50,南蛮物,贪心,嗜酒如命,其他,火绳枪,66,60,66,69,47,0,1,4,0,0,0,1,0,1,0,2,3,0,3,1,0,无,急所击，二挺击，石火，乱射，丢钱,火枪能手,无要求,,,未登场,奥弥兵卫,浪人,其他,无,足利之町,无,未登场,奥弥兵卫,浪人,其他,无,足利之町,无,未登场,奥弥兵卫,浪人,其他,无,足利之町,无,未登场,奥弥兵卫,浪人,其他,无,足利之町,无,已登场,奥弥兵卫,浪人,其他,无,足利之町,无,已登场,奥弥兵卫,浪人,其他,无,足利之町,无,已登场,奥弥兵卫,浪人,其他,无,足利之町,无,已登场,奥弥兵卫,浪人,其他,无,足利之町,无,已登场,奥弥兵卫,浪人,其他,无,鹿儿岛之町,无,,
lord_1_jinzenji_bungo,秦泉寺豊後,秦泉寺丰后,秦泉寺,丰后,Jinzenji Bungo,clan_jinzenji_1,nankai,基于分组自动创建家族,1,1511,1549,1562,战死,,,,全职种,80,80,普通,勇敢,普通,轻率,不重情义,73,武具,贪心,嗜酒如命,其他,枪,51,67,40,68,52,1,0,0,2,1,2,2,1,0,0,0,1,0,0,0,1,无,强袭，拔突，粘花，铁壁,无,无要求,,,已登场,秦泉寺丰后,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,秦泉寺丰后,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,秦泉寺丰后,足轻组头,直臣,长宗我部家,冈丰城,无,已死亡,秦泉寺丰后,无效,无效,无,无效,无,已死亡,秦泉寺丰后,无效,无效,无,无效,无,已死亡,秦泉寺丰后,无效,无效,无,无效,无,已死亡,秦泉寺丰后,无效,无效,无,无效,无,已死亡,秦泉寺丰后,无效,无效,无,无效,无,已登场,秦泉寺丰后,浪人,其他,无,宇须岸之町,无,,
lord_1_goto_shuuin,後藤宗印,后藤宗印,后藤,宗印,Goto Shuuin,clan_goto_1,saikai,基于分组自动创建家族,1,1545,1559,1627,病死,,,,没那个意思,0,0,普通,普通,理想,轻率,普通,35,南蛮物,无欲,嗜酒如命,藤原氏,火绳枪,52,53,63,61,57,2,2,3,3,1,1,2,1,3,1,2,3,1,3,1,1,加护,拔突，急所击，丢钱,无,一般条件,,,未登场,后藤宗印,浪人,其他,无,平户之町,无,未登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,平户之町,无,已登场,后藤宗印,浪人,其他,无,甲府之町,无,,
lord_1_aisu_motokosai,愛洲元香斎,爱洲元香斋,爱洲,元香斋,Aisu Motokosai,clan_aisu_1,neutral_culture,基于分组自动创建家族,1,1519,1549,1590,病死,,,,没那个意思,60,60,普通,胆小,现实,慎重,普通,20,武具,无欲,普通,源氏,刀剑,53,86,25,22,47,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,无,强袭，连续斩，月影，一刀两断，拔突，浮舟，当身，肋一寸，刚力，金刚力，铁壁，天狗抄，心眼，大喝,剑豪,一般条件,,,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,浪人,其他,无,鹿岛之町,阴流,已登场,爱洲元香斋,师范,其他,无,鹿岛之町,阴流,已死亡,爱洲元香斋,无效,无效,无,无效,无,已登场,爱洲元香斋,浪人,其他,无,冈崎之町,阴流,,
lord_1_kamiizumi_yasutaka,上泉泰綱,上泉泰纲,上泉,泰纲,Kamiizumi Yasutaka,clan_kamiizumi_1,kanto,基于分组自动创建家族,1,1552,1566,1600,战死,,上泉信纲,上泉信纲,全职种,0,0,普通,胆小,现实,普通,普通,50,武具,普通,普通,其他,刀剑,56,65,32,24,42,1,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,无,强袭，连续斩，月影，拔突，金刚力，铁壁,剑士,无要求,,,未登场,上泉泰纲,浪人,其他,无,厩桥之町,无,未登场,上泉泰纲,浪人,其他,无,厩桥之町,无,未登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,浪人,其他,无,厩桥之町,无,已登场,上泉泰纲,部将,直臣,上泉家,内城,无,,
lord_1_seto_hokyu,瀨戶方久,濑户方久,濑户,方久,Seto Hokyu,clan_seto_1,neutral_culture,基于分组自动创建家族,1,1525,1549,1606,病死,,,,武将以外优先,80,80,温和,普通,现实,慎重,普通,65,艺术品,普通,普通,源氏,枪,53,25,59,60,65,0,0,1,0,0,0,0,0,2,2,0,4,0,3,2,0,无,拔突，丢钱，贿赂，大宴宾客,无,一般条件,,,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,滨松之町,无,已登场,濑户方久,浪人,其他,无,松江之町,无,,
